id,premise,hypothesis,lang_abv,language,label
297e9fe402,Her sister's husband was also fair-skinned.,his sister was not married,es,Spanish,2
136cb618fb,"Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom ' a national symbol of resistance to tyranny.","Joan of Arc sacrificed her life at Rouen, which became an enduring symbol of opposition to tyranny.",en,English,0
722a023fc1,"Today's question reminds me that the one and only time I went to the Christmas pageant at Radio City Music Hall, with, among other things, they offered There is something called the nativity of the living jesus christ",I'd never been to the Radio City music hall before.,th,Thai,2
81348c07b3,"My sister is always warm to me, she is just like our grandmother. I always treat people badly for the wrong reasons.",My sister said that I never looked like my grandmother.,sw,Swahili,2
9ed8eb76f2,have you read Tom Clancy,He wondered if he read Tom Clancy.,en,English,0
29325f3318,It's our only chance.... The rest of his words were drowned out by cries of hands insisting that the girl be given up to be held hostage.,There are many alternatives to solving this problem instead of handing over the girl as a hostage.,ar,Arabic,2
620cb76bcf,yeah i have too and i found it real interesting but,"I have also, and it somewhat interested me. ",en,English,0
dde553b67f,"To the sociologists' speculations, add mine.",I don't agree with sociologists.,en,English,2
b063fe3e20,well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that,I agree with the fact that he did not have a cast that was as supportive as Montana's.,en,English,0
fe6ab986a8,"For the first time in its history, Dam Square was surrounded by land.",Dam Square used to have access to the sea.,th,Thai,0
8efb2076bf,"Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):",There was no deferred maintenance.,en,English,2
d1559e6b7d,Companies are allowed to make more expensive investments in manufacturing equipment and demonstrations of their design before the tooling is allowed to create production representative prototypes for the demonstration phase.,They could then show how the design worked.,hi,Hindi,0
7ae1c9f1a8,It was here in 1952 that King Farouk signed his abdication before boarding his yacht for exile in Italy.,"King Farouk was exiled to Italy, and signed his abdication in 1952.",en,English,0
cea8ea2e1e,"The first, reached from Luxor, is Esna, 54 km (33 miles) by road.",Esna is located 54km away from Luxor.,en,English,0
8a27b78096,"Anyway, she was found dead this morning.""",She died during the night but wasn't found until this morning.,en,English,0
48c1b7ad2a,Trays can be found in all sizes and those with a wooden stand make wonderful portable tables for the home.,A lot of trays are small and useless.,en,English,1
106d447703,"Uh-huh, it's funny, and I think I like funny shows a lot.",I like to watch funny shows.,sw,Swahili,0
f4fa126964,"The Cooper Building forms the heart of L.A.'s Garment District, which is located southeast of central Downtown on Los Angeles Street.",L.A has no Garment District since the Cooper Building was turned into an ice skating rink.,en,English,2
6aa03fcf6d,"A few years ago I was a student and studied for, uh, a semester abroad in London.",London schools are the best.,ru,Russian,1
5063c3b9b2,"Accumulated assets can generate income in the form of interest and dividends, and these can be saved.",You can generate income with property.,vi,Vietnamese,0
8fadcaacee,The Case Study  Guidelines,Guidelines for the cast study. ,en,English,0
629438e3f8,from from personal parties or from these uh phone answering phone uh commercial things,Is it from personal parties or the phone answering things?,en,English,0
68d5e71657,"Well, we were deployed and I can now say that it led to our deployment to Kadena, Okinawa in 1968.",We arrayed our force in Nineteen Sixty,ur,Urdu,0
684d704a59,"Even though national saving remains relatively low by U.S. historical standards, economic growth in recent years has been high because more and better investments were made.",Americans only save 1% of their income.,en,English,1
235e846ac1,A lot has been done from hiring Michael Apted to bring the series a more human touch.,"Michael Apted ruined the show by insisting on removing any sincere, human elements.",tr,Turkish,2
9fb1852781,"While the declarative statement is better, the answer gives the mental picture of perfection.",The statement is preferred.,ar,Arabic,0
f2f59ddef9,I was raised (southern for parental upbringing) where a train station or station was a DEE-po.,"In the south, a train station is called depot and pronounced depot.",th,Thai,0
6d35b336f0,"Uh, they moved downtown, where there's, uh, on a street like Augusta, which is called Broad Street, and it's really downtown this broad street.",They went to that street because it had the most restaurants and bars.,zh,Chinese,1
3f39edbbaa,"Sit down, will you?"" Tuppence sat down on the chair facing him.",He asked Tuppence to sit down on the chair.,en,English,0
0147bb9de8,"Very well ”but it's all extremely mysterious. We were running into Tadminster now, and Poirot directed the car to the ""Analytical Chemist."" Poirot hopped down briskly, and went inside. ",Poirot went into the Analytical Chemist.,en,English,0
898b5f3603,"The next week, my nephew asked for an acoustic guitar for his birthday.",My nephew was all about learning to play guitar and starting a band.,fr,French,1
b8e0e6f7f4,"Of course, there are many scenes on the yacht, elegant and romantic.",Large yachts are very expensive to maintain as they require regular maintenance and large amounts of fuel.,ru,Russian,1
93c97b9e61,It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate.,Republicans have always defended such inaccurate CPIs.,en,English,1
fb79e0a886,"In Chapter 5, we described the journey of Nouf al-Haqmi, Khalid al-Harhar and others from Southwest Asia in January 2000 on the first part of the plane's operation.",Nawaf al-Hazmi traveled in January two thousand,ur,Urdu,0
3fa6d1cc2c,RH-II inscribes the current expression of the South Midlands and southern U.S. comes and means to be on the edge.,This South Midland expression means I'm hungry.,de,German,2
89bd228dad,"The main gate of the churchyard leads out to Greyfriars Place, and across the street you will find an excellent view of one of Scotland's newest museums.","Across the street from the churchyard there is a forrest, with little view of anything other than trees. ",en,English,2
9a6f7cdd05,yeah those yeah it was all bloodless and the good guys can get hit all day long and they have to shake it off they don't they don't you know get  epileptic fits or anything from getting hit on the head,"If they'd have given someone an epileptic fit then the whole thing would have been ten times more believable, that's all it needed.",en,English,1
f542e82f42,"The audience is invisible; each viewer is in his own small room, called the living room.",You can't see the audience.,sw,Swahili,0
d653b98736,You have to have good peripheral vision and you have to really concentrate.,"If one get's distracted, it's very easy to make a fatal mistake. ",en,English,1
ce438d2747,I now submit this report to you and the other designated officials.,Everyone needs to see the report ,en,English,1
53c4d1e4fa,Your gift at this time may provide you with additional tax benefits at the end of the year.,"You may be able to get a tax deduction, as a result of your charitable donations.",ar,Arabic,0
69230b879a,How effectively DOD manages these funds will determine whether it receives a good return on its investment.,The DOD is certain to have a bad return on these funds.,en,English,2
a68955576b,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence couldn't speak.,en,English,0
94acd3619c,The Central Financial Administration looked into the weapons story and was unable to confirm it.,The Central Financial Administration confirmed that the gun version was 100% true.,ru,Russian,2
fb32a8449b,ooh it's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing,I've never been to an aerobics class before.,en,English,2
9db0ffb4f9,"Since the system would automatically verify all receipts and acceptances prior to invoice payment authorization, there would be no need to authorize payment prior to verification of receipt.",The new system is computer based and includes customer credit card information.,en,English,1
fe6eb3bf32,oh thank God i've never been to Midland,I haven't ever been to Midland. ,en,English,0
67b0affaa9,"It was planned in the 1820s as a symbol of Scottish national pride and designed as a mini-Parthenon, in deference to the neoclassical style popular at the time.",The Parthenon does look similar to this design.  ,en,English,1
4862a06a1c,"Second, reducing the rate of HIV transmission is in any event not the only social goal worth  If it were, we'd outlaw sex entirely.","Reducing HIV is important, but there are also other worthy causes.",en,English,0
d4eb3e43b8,"Consider this figure in light of the fact that the largest English dictionary -- now out of print -- had about 600,000 words, including many obsolete forms.","The largest dictionary had over 600,000 entries.",fr,French,1
13b4171861,"However, if I compare Hood's RCA Building with Gropius's Pan Am Building (today's MetLife), there is little doubt who was the more creative creator.",Hood RCA liner was innovative.,sw,Swahili,1
c39ddbc1a0,"But if she was offended by his tone and his words, she would suppress her displeasure.",He hid the fact that he was angry with how she had acted.,hi,Hindi,0
d4c583ed86,um-hum yeah i know what that's like uh-huh,That's like the worst thing that could happen.,en,English,1
aba2ec9bda,"That will cool Colonel Bishop's heat, perhaps.",Colonel Bishop is already good.,sw,Swahili,2
e277d708cc,"There followed the Balkan Wars, in which Turkey lost western Thrace and Macedonia, then World War I, into which Turkey entered on Germany's side.",Turkey entered World War I in order to regain territory lost during the Balkan Wars.,en,English,1
48f628f899,Looking for a little balance?,We can help you achieve balance.,bg,Bulgarian,1
7e818816fe,Fixing current levels of damage would be impossible.,The damage will be fixed next week.,en,English,2
83ef1d5815,What have we for lunch? ,What are we going to have for supper?,en,English,2
634dda0a47,"Search out the House of Dionysos and the House of the Trident with their simple floor patterns, and the House of Dolphins and the House of Masks for more elaborate examples, including Dionysos riding a panther, on the floor of the House of Masks.",The House of Dolphins has a painting of Dionysos riding a dolphin.,en,English,1
2b4146bff5,really oh i thought it was great yeah,I want to do that again,en,English,1
97e818da13,"As the Tokugawa shoguns had feared, this opening of the floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society.","Opening of floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society, as the Tokugawa shoguns had feared.",en,English,0
d977091610,"All in all, Dad went and made me this nice mug of chocolate milk.",Dad poured me a glass of milk.,zh,Chinese,0
87bba8c961,Game-trackers will be out by this time in an attempt to locate the tiger's hunting ground for the evening safari.,The tigers are hunting at this time.,en,English,1
b8052c2d77,You can also view a Roman Nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the Nile flood that initiated a movement of workers from the fields to community projects such as temple building.,Ancient priests predicted floods with the Roman Nileometer.,en,English,0
8539061193,Where is the value in the world of truth?,There is nothing that needs to be resolved.,vi,Vietnamese,2
29c350ac4e,Participation in the rulemaking process requires (1) the public to be aware of opportunities to participate and (2) systems that will allow agencies to receive comments in an efficient and effective manner.,The rulemaking process requires that the public be made aware of the opportunity to take part.,en,English,0
97cf60250e,"I wander in hell or ever I serve the king, he confided in great anger.",I will gladly serve the king!,ur,Urdu,2
05a4b6d9f7,"Well, no, I live off-campus",I live not far from campus.,zh,Chinese,1
95cf87935e,"The Indianapolis Civic Theater has been entertaining audiences with professionally produced plays and musicals for 82 years. At the same time, it has offered a space for the exceptional talent of our city, but it is true that it has not been as wide.",The Indy Civic Theater has only been running for 2 years.,es,Spanish,2
ef85de268d,"From its humble beginnings to its rank today as one of the best academic medical centers in the country, Indiana's only medical school takes pride in its proud heritage.",Indiana has at least twenty excellent colleges of pharmacy.,ar,Arabic,2
03e8ba69c1,Chairman of the Board of Trustees,The Board of Trustees does not have a Chairman.,ru,Russian,2
28cb073b73,Be sure to look around and compare before buying.,There are often good deals next door from competitors.,en,English,1
1a6a1342c7,"Now it's my turn, and even if I'm walking in a dead man's shoes, I can make my way afresh.",It's your turn.,en,English,2
95f1851242,It must be a difficult situation for you all.,Everyone should find the situation easy.,en,English,2
05613dbb8b,"After all, Morris still believes that what he has done is indeed very noble.",Morris said he had bad motives.,vi,Vietnamese,2
34b4489e9a,This majestic room is used for modern-day entertaining when the queen hosts dinners and banquets.,Dinners with the queen in the Royal Dining Room are much sought after invitations.,en,English,1
f719ec104a,"He was not bothered to get up, not even when he obeyed the instincts of a more elevated breeding, setting an example for him.","He immediately stood up, and proceeded to pull Lord Julien to his feet.",ar,Arabic,2
e9bb33bd4d,He couldn't walk.,He wasn't allowed to participate.,de,German,0
cf028a4b17,"A proserous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.",The shopping at the tourist district is some of the cheapest around.  ,en,English,1
f3f0539a45,yeah most mine generally stay in the windows they're they're,i never put mine in the windows,en,English,2
0fe3a18198,"One or two, replied Tommy modestly, and plunged into his recital.",Tommy replied and then worked on his recital.,en,English,0
54127130a6,"More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.",Airlines do not work hard enough and at a joke. ,en,English,1
e26705f83a,"The Irish Architectural Archive, a library of architectural materials, is at number 73 on the south side of the square.",At number 73 on the south side of the square the Irish Architectural Archive can be found.,en,English,0
e11e4b7267,What seems to be a special bargain price for just  one week only  could turn out to be a year-round con.,Some weekly store sales turn out to be a year-round sale scams that frustrate the previous customers.,en,English,1
b6b52d1a0d,"A month has passed since the election, and both Republicans and Democrats remain high profile.",It's been a month since the presidential election.,zh,Chinese,1
704d9b3c36,"Critics call the subject of the film inherently intriguing but complain that it has been marred by the Burnsian sensibility, ...",Critics never got a chance to see the film.,en,English,2
3938ad0163,Please do not slide on our donor list.,It would be a shame if you stopped donating.,hi,Hindi,0
35337ef7e7,"Finally, we must be wary of the kind of prolongation that would bring about distinctly different meanings.",It is generally the editor's job to spot such errors.,zh,Chinese,1
6f73fa4ed9,"Although, in this case the equipment did not have to be erected adjacent to an operating boiler, the erection included demolishing and erecting a complete boiler island and demolishing the existing electrostatic precipitator.",The erection process included destroying as well as building.,en,English,0
658aacd15f,The Office of the FBI Legal Attaché in Paris first contacted the French government on August 16 or 17 after speaking with the agent in the Minneapolis case by telephone.,The FBI has an office in Paris.,hi,Hindi,0
f97632e514,There are so many stories in the naked city.,I haven't heard any stories.,bg,Bulgarian,2
d9411c52b1,Recommendations,Suggesetions,en,English,0
e46ed25ce7,And she really didn't understand.,He knew exactly what we were talking about.,ar,Arabic,2
2ae98511af,"Gains and losses should be counted as gains and losses, not trade-offs.",Profits and losses should be ignored and should not be labeled as such.,th,Thai,2
960b86f2d4,medical and surgical expense coverage.,The coverage relating to medical and surgical expenses,en,English,0
df1c1b950c,"In his bed-cabin on the starboard side, Lord Julian, disturbed by the same sound, was also up and hastily dressed.",Lord Julian hastily dressed in his cottage.,zh,Chinese,0
79de953f81,They consolidated programs to increase efficiency and deploy resources more effectively,Programs to increase efficiency were consolidated.,en,English,0
8bf22b1a89,we only have to get up for you know for the daytime feedings,"We can sleep all day, since we don't have any daytime feedings.",en,English,2
2409fb2a58,"For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.",It has been around for more than 26 centuries.,en,English,0
b65dc1311f,Waterloo.,D-Day.,en,English,2
466c6642e7,and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for vegetables except when she's having French fries,She often eats meat unless she's having water.,en,English,2
6fa6b7ce18,and it still scares me,I was still scared.,hi,Hindi,0
fd60607ea7,"We've come a long way, and there's a lot more to do.",Eventually everything is done and we don't have to do anything more.,hi,Hindi,2
156fefc54b,"Stale macho jokes and formulaic cliffhangers drive this chase-by-numbers thriller on the bumpy road to nowhere (Holden, the New York Times ).",The movie is riddled with cliches and male buddy humor that make the film boring.,en,English,0
787bad4f26,3. The call came from a payphone in Terminal C (between security and United Airline Gate 175).,There was a pay phone in Terminal C.,de,German,0
1e2d847cfa,"Beside the fortress lies an 18th-century caravanserai, or inn, which has been converted into a hotel, and now hosts regular folklore evenings of Turkish dance and music.",The 18th century caravanserai is now a hotel.,en,English,0
5cd036de60,"Even if preliminary engineering and contract negotiation took as long as six to eight months, the total time to complete the two 900 MWe units would be 17 to 19 months.",Preliminary engineering and contract negotiation could take up to six to eight months.,es,Spanish,0
226916b728,and uh oh i guess an hour into my somewhat sleep a guy woke me up and uh said you'd better get out of the the tent they're they're liable to come down several of the others had already come down blown down they hadn't blown away but they had flattened,No one warned me about the tents being flattened.,en,English,2
e8f6e34754,"Once the plane crashed in, they were unable to descend due to damage or impassability in the building's three stairwells.",They went down the stairs.,zh,Chinese,0
98142ba615,"The gardens are among the greatest in Europe, and take in a view of the Sugar Loaf Mountain as part of their design.",The gardens are totally unimpressive.,en,English,2
46a7c1778a,"the 5,539 law school graduates constitute a distinct group.",The law school had only 20 graduates.,fr,French,2
7cc4b16c4f,"To the extent that the social insurance program applies to Federal employees, the terms and conditions are generally the same as those of the private-sector program.",Private employees accept different terms and conditions from Federal employees.,tr,Turkish,2
d7003826fb,Exactly! And I felt flattered until she told me who she was with.,I was fine with her until I found out who she was with.,ru,Russian,0
b7a7d6dd40,The interpretation that legal service recipients can only represent foreigners while they are physically present in the United States would give LSC providers two options.,The US does not allow foreigners into any of its states.,ru,Russian,2
9d1abe31f6,"'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of engineering and building.",This building job will be very difficult to complete.,en,English,0
b5954ea302,Don't you know?,You know.,en,English,2
263b8f7bcb,"See the idea?"" 35 ""Then you think"" Tuppence paused to grasp the supposition fully ""that it WAS as Jane Finn that they wanted me to go to Paris?"" Mr. Carter smiled more wearily than ever.",Tuppence just couldn't grasp the concept.,en,English,2
d8869ae552,"He works himself into a fake froth; does some calculated, halfhearted gonzo writing; then collects a fat check.",He's well-known in writing circles as a hack who is willing to sell out to the highest bidder.,en,English,1
dee3de4b7f,In few other modern cities are you likely to see such a variety of costumes.,Many modern cities host many different types of costumes.,en,English,2
7feb2c4571,It did not suggest that any kind of domestic threat existed.,There was no reason to believe that there was a threat from the family members.,hi,Hindi,0
f263f59323,The few blocks behind the Malecen have a growing number of unique clubs with an increasingly urban character.,"More and more clubs have unique features, and the urban style is getting stronger and stronger.",zh,Chinese,0
f498918174,"Because the truth is that a building as useful or well-built or beautiful as it is is not likable in the way that people take risks by looking not just anachronistic, but downright stupid.",A building cannot be beautiful without being useful.,el,Greek,0
abbfc720be,They are all quotations from the Old Testament Book of Aunt Ruth.,None of these are quotations from the Old Testament Book of Aunt Ruth.,en,English,2
dc471a5a83,"HCFA published a Notice of Proposed Rulemaking on March 28, 1997 (62 Fed.",HCFA tried to keep everyone informed about the rules they were making.,en,English,1
fbd53126ae,i don't know how what it would take to be come up with a true perfect system or if one exists but,I can give you the solution that is the perfect answer.,en,English,2
086d83599c,But Wolverstone would not stop.,Wolverstone was completely attacked.,th,Thai,2
8e19bebd3a,"and what I think is going to be really interesting is what we do about it, I mean we're going to have to change the people who represent us","It will surely be boring and it will not be worth changing those who represent us, so we should not even try to change.",es,Spanish,2
d3fa178c2a,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",en,English,0
736c92235a,I think quite the opposite.,I think you are correct.,ar,Arabic,2
a7067e8b1c,Your words have displeased him.,He really liked what you had to say.,el,Greek,2
a98caa4b17,He reverted to his former point of view.,He went back to his previous thoughts about violence.,en,English,1
e09a94741c,"For the community of nations, recognizing this, equality allows us, for example, in regard to voting rights in the General Assembly of the United Nations to become a rule that is strictly enforced.",There are no voting rights.,ar,Arabic,2
beb03e8e12,"I've already told him, I've tried to explain to him, that I was disappointed because I didn't have all the information I needed.",I told him I didn't want to hear anything else.,de,German,2
41f7eb4e12,What we see are details.,The details have been printed on legal paper for all to see.,es,Spanish,1
07def516cf,"I think as soon as they get you, they'll come for me.",They will come after me first.,en,English,2
6a3c753fc0,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,en,English,1
14c181a6dd,Ile de R??,Ile de R is no longer part of the attraction.,en,English,1
7637a698f8,"Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.",Participants wanted the auditing model to stay the same.,en,English,2
66509f10f4,This site includes a list of all award winners and a searchable database of Government Executive articles.,All of the award winners are listed on the site.,en,English,0
336a22d813,"As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.",EPA couldn't ensure it was directing its efforts toward the environmental problem.,en,English,0
f09d49666b,"Never trust a Sather, Bork said softly.","Never trust a Sather if you calue your life, Boork whispered.",en,English,1
fa6eb5ff86,"It is not known whether these sports are played on courts with nets, against the wall, or both.",There are different forms of playing this sport that can use balls.,th,Thai,1
d69c97ddfe,A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).,"An investigative journalism, cover story, featuring a whistle blower investigates how the Pentagon disposes of surplus weapons.",en,English,1
7fff37015f,aCondition Assessment Survey (CAS).,TV Marketing Study,en,English,2
daa6ad1cc8,"Under the budget deal, by 2002, national defense will consume about $273 billion a year compared with $267 billion now.",The United States national defense budget will increase by 6 billion dollars.,en,English,0
e409e70ada,Many lakes or sections of lakes are also wildlife conservation areas; these guides list the regulations that are in effect to protect water birds and other animals.,There are no lakes or lake sections that double as wildlife conservation areas.,en,English,2
935cd44389,Decline in total expenditure (income) elasticity of demand from 0.36 to 0.25 over same period.,This decline in elasticity of demand is due to changes in trends in the market.,en,English,1
20fc3c233c,"Long famous as the home of artists and bohemians, who call it La Butte ( The Mound ), Montmartre is an essential piece of Paris mythology.",The artists and bohemians call it The Mound after the candy bar.,en,English,1
4d8cd258ec,"Apartment...twenty-one B, apparently.",Apartment 21B was very sought after.,en,English,1
535fc54255,Station Jesus meets his mother.,Station Jesus was unable to meet his mother.,en,English,2
567707c631,would you barbecue a turkey or a chicken or,Would you barbecue a cow or veal? ,en,English,2
efdbc79508,Friends works at two levels—Citywide Friends and Branch Friends—and you can be active at one or both levels.,There are two levels of friends.,hi,Hindi,0
18b2a5faa7,"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Most of the activities taken under the regulatory actions have been longer that 12 months.,en,English,1
f478cd4cea,"Old fashioned taste, right?","Looks like ideas of reformation and implementation of changes, doesn't it?",ru,Russian,2
7a0174d8d0,One of the devastating consequences of heart disease is the irreparable damage to the heart muscle.,Damage to the heart muscle as a result of heart disease is easily repaired.,tr,Turkish,2
4c34fbff84,yes i will probably try to go and see,I might visit it.,el,Greek,0
adc770e6f7,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.",HCFA didn't identify any other executive order.,en,English,0
236d2a1479,"He's in range, Ogle shouted.",Ogle said we're within earshot.,el,Greek,1
9e22143f19,"Similarly, the data in Tables A2 and A3 show that routes with higher carrier route volume reside in zip codes with higher levels of household income and educational attainment.",The areas with the highest volumes are the poorest.,hi,Hindi,2
54536f82c6,"The third member of the Hindu Trinity is Brahma, whose only mission is to create the world.",Brahma is part of the Hindu Trinity.,ar,Arabic,0
538012370f,We block our entry into the technological future.,We want to prevent technology from being successful.,de,German,2
5ba64cd8a3,"1 Now that each unit is fully staffed, the LSC Office of Program Performance and its state planning team contain over 260 years of experience in LSC-funded programs.",The LSC has over 260 years of experience with their staff.,en,English,0
594b63e87e," Dinghies are available for hire from the marinas at Tel Aviv, Jaffa, Akko, Netanya, and Nahariya.","Tel Aviv, Jaffa, Akko, Akko, Netanya, and Nahariya offer no dinghies.",en,English,2
f7ca0779b6,"She was a long-haired brunette with a plump face, full lips, and big teeth.",He liked to wear red clothes and paints red lips,es,Spanish,1
234032a9e8,Where is art?,What is the place of art?,en,English,0
8188f97037,Closed on the Sabbath.,Sabbath is open.,en,English,2
ef98b020f6,The entire city was surrounded by open countryside with a scattering of small villages.,The countryside is very lovely and peaceful. ,en,English,1
7eff59e6a9,"Sit down, will you?"" Tuppence sat down on the chair facing him.",He asked Tuppence to sit on a red chair. ,en,English,1
a87751b0d8,One possible explanation is that surging household wealth in recent years contributed to the virtual disappearance of personal saving.,People are putting what would've been their personal savings into displays of wealth more often in recent years.,en,English,1
765fc0de56,Are you ready to train before our ride? Jon asked Adrin.,Jon asked Adrin to train.,en,English,0
4f763aed53,"Pat Buchanan followed immediately behind, handing out smallpox-infected blankets and bottles of whiskey.",Pat Buchanan led the group.,en,English,2
3c0ef68181,"Usually, sites for program effects case studies should be selected with great care for criteria such as whether there is evidence that the program has been implemented at the site, whether the site has been subjected to changes that could have the same effects as the program or that could mask its effects, and how the addition of this site to the group of sites being studied supports the generalizability of the findings.",There is no criteria for selecting sites for programs.,en,English,2
865e97ccd2,The pieces paying 33.,The pieces paying every 3 hours.,en,English,1
be40b2fd1c,"Also, the final rule is not intended to have any retroactive effect and administrative procedures must be exhausted prior to any judicial challenge to the provisions of the rule.",The final rule isn't meant to have a retroactive effect but only affect legislation in the next year.,en,English,1
b1de825faf,I put it to you that you did do so?,I am assuming that you did do so?,en,English,0
eef8babaaf,"The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible.",The renowned Theban queen Nefertari has a tomb which is always open to the public (number 66).,en,English,2
36da159ed2,okay i'll keep that in mind yeah you serve that yourself or the for a family,I will never forget that. You can have that on your own or share with a family.,en,English,0
002161d8be,"Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap. ",Dorcas is well known for her bravery. ,en,English,1
d90cb954e4,"A new guideline, for example, may tell us to send heart surgery patients home earlier.",A new guideline may open up more hospital beds for other incoming patients.,en,English,1
4feb08f057,"Built above the underground quarters of the SS guards, the building houses Topographie des Terrors, an exhibition of photographs and documents poignantly illustrating the lives of those who resisted Nazi terror.",The building was hidden by SS guard houses.,ar,Arabic,1
275b135fcc,"It was a splendid life ”I loved it."" There was a smile on her face, and her head was thrown back. ",She said she was very happy about the life she had led.,en,English,0
838784c0b2,Postal Service could increase those same rates by at least 13.,The rates could go up by 13 during a Postal Service increase.,en,English,0
d873accfd9,Our current or planned efforts include,Most of our efforts have already paid off.,ru,Russian,1
801b564a39,"Among the sights in Beziers are the ancient Eglise Saint Jacques and Eglise Sainte Madeleine, the 19th-century Halles (covered market), and the massive Cathedrale Saint-Nazaire, from which there is a good view over the river valley.","There are many sights to see in Beziers, including the Cathedrale Saint-Nazaire.",en,English,0
4a7a128dba,CIOs and decision makers decide what kind of work is appropriate to outsource and what kind of work is best done in-house.,"According to the chief information officer, only public interest work was good.",bg,Bulgarian,1
1886419996,Fast forward to 1994 and beyond.,Onwards to 1994 and beyond.,en,English,0
489fc04841,The group meets monthly to discuss the status of previously discussed and/or implemented proposals and to propose and discuss current problems and potential proposals.,The group met twice a year.,el,Greek,2
4f1480b0d1,"This includes all testing, information review, and interviews related to data reliability.",All testing will be made before 12pm on Mondays.,en,English,1
01beb97cc3,The media focused on Liggett's admissions of the obvious--that cigarettes are addictive and cause cancer and heart disease--and its agreement to pay the states a quarter of its (relatively small) pretax profits for the next 25 years.,The media reported on Lingett's admission that cigarettes cause cancer in all users.,en,English,1
5c9722e4d5,"Daniel nodded, fetching me a glass of beer.",Daniel got me a vodka and tonic. ,en,English,2
f6754dc582,"Buses stop at Isidoro Macabich station, or like the small blue bus opposite the Delegacien del Gobierno building on the same avenue.",The bus always stops at Isidoro Macabich.,zh,Chinese,2
13fd7640a8,"Paroseas cave, reef, and wreck diving around its shores, giving the diver a wide range of environments to explore.",The diver has a good range of places to explore. ,en,English,0
a3bf0fd1b6,You won’t want to miss this upcoming event,There are some good activities about to start.,zh,Chinese,0
ba8b68d8ac,"Now open political debate flourished, especially in Calcutta where Karl Marx was much appreciated.","Now political debate flourished in Calcutta especially, where Karl Marx was appreciated.",en,English,0
4950a92152,i'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville,I know exactly what the weather is like in Lewisville.  ,en,English,2
825308f1c9,"Tung has vowed to crack down on real estate speculators, but many believe that dogs that bark don't bite.",Tang is not interested in real estate speculators.,el,Greek,2
7351cf591a,Enlarging the village was not desirable and most knew that Severn only desired wealth and a seat on the council of elders.,Severn wanted to be rich.,en,English,0
aebd28a115,"La Vida de un Bato Loco, written by detective Linda Katz and reproduced in her work, provides a good example of the literary uses of the fascination.",Katz only wrote about what other people did.,ar,Arabic,2
3c57dae914,"Beyond Payangan, the little-used road winds its way through spectacular countryside until it reaches Batur (see page a59).",The highway is 15 miles from Payangan to Batur.,es,Spanish,1
f4bef7ba19,It is possible that the crime is known to you and you guys steal and steal your television and sell it because it can't do what you don't know.,This will lead to a reduction in crime.,ur,Urdu,2
b3ebccf334,"And then he sat down, and you know, they were still chatting, and he could see this guy, and this guy was walking pretty fast.",She kept quiet and looked under her desk.,hi,Hindi,2
877751962f,and you know if i know that they're gonna be there you know you you i try to really watch it and like you say you know really dress up and if i know they're not you know i i've been doing a lot of reorganization you know the last couple of months the same way you are you know and it's just so it's just impossible to crawl down on the floor and dig through boxes in a dress you know it is so,I never try to watch it.,en,English,2
b1bf0c72aa,"John McLaughlin, the deputy director of Central Intelligence, testified that he had been briefed several years ago about Mousavi's involvement with Tasso, but he did not recall the specific date of the briefing.",McLaughlin is the head of the FDA.,ur,Urdu,2
492bc87d91,um-hum yeah when when i mentioned i've done this camping out of the car i've actually done of the situation just like that but what's interesting is it's through Texas Instruments,I camped out of my car when I was homeless.,en,English,1
